hip,ra,dec,mag,bv,name,designation
91919,281.0848,39.6701,4.67,0.17,Double Double,ε1 Lyr
96100,293.09,69.6612,4.67,0.79,Alsafi,Sigma Dra
103738,315.3228,-32.2578,4.67,0.89,,Gamma Mic
7294,23.4828,59.232,4.68,0.99,,Chi Cas
8928,28.7339,-67.6473,4.68,0.93,,η2 Hyi
9677,31.1227,-29.2968,4.68,-0.16,,Nu For
13879,44.6903,39.6627,4.68,0.07,Gorgonea Secunda,Pi Per
43878,134.0803,-52.7235,4.68,-0.12,,H Vel
47310,144.6137,4.6493,4.68,1.31,,
49029,150.0534,8.0442,4.68,1.59,,Pi Leo
52098,159.6801,31.9762,4.68,0.82,,
66006,202.9912,-6.2558,4.68,1.61,,l Vir
66234,203.6136,49.016,4.68,0.13,,
80047,245.0867,-78.6957,4.68,1.68,,δ1 Aps
96683,294.8442,30.1533,4.68,0.97,,Phi Cyg
106786,324.438,-7.8542,4.68,0.17,Bunda,Xi Aqr
112211,340.8968,-18.8304,4.68,1.36,,g Aqr
20732,66.6516,14.7138,4.69,0.98,,Pi Tau
24813,79.7853,40.0991,4.69,0.63,,Lambda Aur
37173,114.5752,-25.3648,4.69,-0.1,,m Pup
38089,117.084,-47.0777,4.69,1.04,,Q Pup
39211,120.3056,-1.3926,4.69,1.48,,
52102,159.6875,-59.183,4.69,1.56,,t2 Car
62268,191.4085,-60.9813,4.69,1.05,,Iota Cru
107136,325.5236,51.1896,4.69,-0.12,Azelfafage,π1 Cyg
108870,330.8402,-56.786,4.69,1.06,,Epsilon Ind
116389,353.769,-42.6151,4.69,0.08,,Iota Phe
24927,80.1122,-21.2398,4.7,-0.05,,
56633,174.1705,-9.8022,4.7,-0.07,,Theta Crt
56922,175.0533,-34.7447,4.7,-0.07,,Omicron Hya
82671,253.4989,-42.362,4.7,0.44,,ζ1 Sco
91726,280.5684,-9.0525,4.7,0.36,,Delta Sct
98066,298.9598,-26.2995,4.7,0.75,Terebellum,Omega Sgr
104521,317.5854,10.1316,4.7,0.26,,Gamma Equ
113116,343.604,84.3462,4.7,1.42,,
116247,353.3193,-20.9145,4.7,0.02,,b3 Aqr
13954,44.9288,8.9074,4.71,-0.11,Menkar,Lambda Cet
16245,52.3445,-62.9375,4.71,0.41,,Kappa Ret
22667,73.1332,14.2506,4.71,1.77,Al Kumm,ο1 Ori
23693,76.3777,-57.4727,4.71,0.53,,Zeta Dor
25737,82.4333,-1.0922,4.71,1.59,,
25984,83.182,32.192,4.71,0.28,,Chi Aur
45902,140.3733,-25.9654,4.71,1.63,,Theta Pyx
46026,140.801,-28.8339,4.71,0.89,,Lambda Pyx
57283,176.1907,-18.3507,4.71,0.96,,Zeta Crt
63945,196.5696,-48.4633,4.71,-0.15,,f Cen
68191,209.412,-63.6867,4.71,1.07,,
97938,298.562,8.4615,4.71,1.02,Libertas,Xi Aql
105140,319.4845,-32.1725,4.71,0.07,,Epsilon Mic
114375,347.4787,-22.4576,4.71,0.67,,c3 Aqr
6692,21.4834,68.13,4.72,1.05,,Psi Cas
25044,80.4406,-0.3825,4.72,-0.17,,o Ori
27639,87.7602,37.3056,4.72,1.62,,Upsilon Aur
29276,92.5746,-54.9686,4.72,-0.23,,Delta Pic
40084,122.8179,-12.927,4.72,0.94,,
46371,141.8267,-22.3438,4.72,1.15,,G Hya
51056,156.4784,33.7961,4.72,0.26,,
51438,157.5839,-71.9928,4.72,0.04,,K Car
51658,158.3079,40.4256,4.72,0.22,,
58867,181.0801,-63.1657,4.72,-0.08,,θ2 Cru
60202,185.1793,17.7929,4.72,1.01,,
64844,199.3856,40.5726,4.72,0.31,,
78592,240.6996,46.0367,4.72,-0.09,,Upsilon Her
84514,259.1529,-0.4453,4.72,1.12,,
107188,325.6646,-18.8663,4.72,0.87,,Kappa Cap
11313,36.4059,50.2786,4.73,1.53,,
33202,103.661,13.1778,4.73,0.32,,e Gem
40096,122.8579,-42.9873,4.73,0.16,,
53907,165.457,-2.4846,4.73,1.59,,p2 Leo
78914,241.6227,-45.1732,4.73,0.23,,Delta Nor
79119,242.2429,36.4909,4.73,1.01,,Tau CrB
103045,313.1635,-8.9833,4.73,0.33,Albulan,Mu Aqr
2505,7.9432,54.5223,4.74,-0.1,,Lambda Cas
6193,19.8666,27.2641,4.74,0.03,,Upsilon Psc
11783,38.0218,-15.2447,4.74,0.45,,Sigma Cet
12413,39.95,-42.8917,4.74,0.06,,s Eri
15520,49.997,65.6523,4.74,-0.11,,
16341,52.6544,-5.0751,4.74,-0.09,,v Eri
39903,122.2528,-61.3024,4.74,0.44,,B Car
42624,130.3047,-47.3171,4.74,0.14,,n Vel
44390,135.6362,67.6296,4.74,1.54,,Rho UMa
64924,199.6013,-18.3112,4.74,0.71,,
69191,212.4784,-53.4389,4.74,0.94,,
77661,237.8163,20.9779,4.74,1.53,,Rho Ser
88116,269.9481,-23.8161,4.74,-0.03,,
93542,285.7787,-42.0951,4.74,-0.03,,Zeta CrA
96052,292.943,34.453,4.74,-0.15,,
103632,314.9565,47.521,4.74,-0.08,,f1 Cyg
108874,330.8285,-2.1554,4.74,-0.1,Sadalmulk,Omicron Aqr
116602,354.4625,-45.4924,4.74,0.08,,
35020,108.6589,-48.2719,4.75,-0.09,,
57581,177.0606,-66.8149,4.75,1.52,,Mu Mus
67786,208.3022,-31.9276,4.75,-0.11,,h Cen
69713,214.0414,51.3672,4.75,0.24,Asellus Secundus,Iota Boo
76880,235.4867,-19.6788,4.75,1.57,,Kappa Lib
76945,235.6709,-34.7104,4.75,-0.15,,ψ2 Lup
101612,308.8952,-60.5817,4.75,0.29,,φ1 Pav
115088,349.6562,68.1114,4.75,0.84,,Omicron Cep
2472,7.8541,-48.8035,4.76,0.02,,λ1 Phe
13244,42.6186,-75.0669,4.76,1.34,,Nu Hyi
13288,42.7597,-21.004,4.76,0.91,Angetenar,τ2 Eri
27750,88.1102,1.8551,4.76,1.38,,
29997,94.7116,69.3198,4.76,0.03,,
38901,119.4171,-30.3346,4.76,0.15,,Chi Pup
47522,145.3209,-23.5915,4.76,-0.12,,I Hya
52370,160.5588,-64.4664,4.76,-0.14,,
55266,169.7829,38.1856,4.76,0.11,,
60485,186.0062,51.5623,4.76,0.88,,
63355,194.731,17.4094,4.76,1.57,,
65639,201.8632,-15.9736,4.76,1.1,,
67665,207.9478,34.4442,4.76,1.61,,
70264,215.6545,-58.4591,4.76,0.8,,
84969,260.4978,-67.7707,4.76,1.19,,Zeta Aps
86486,265.0993,-49.4156,4.76,0.41,,Lambda Ara
94703,289.0543,21.3904,4.76,-0.06,,
106801,324.4801,62.0819,4.76,0.25,,
114155,346.7781,25.4683,4.76,1.28,,
3455,11.0475,-10.6096,4.77,1.0,Alnitham,φ1 Cet
14382,46.385,56.7057,4.77,1.02,,k Per
26563,84.7212,-7.2128,4.77,0.14,,d Ori
32533,101.8326,8.0373,4.77,1.4,,
45751,139.9433,-11.9749,4.77,0.93,,
56127,172.5787,-3.0035,4.77,1.53,,e Leo
62985,193.5882,-9.539,4.77,1.59,,Psi Vir
86201,264.2379,68.758,4.77,0.43,Al Dhih,Omega Dra
88404,270.7705,-8.1803,4.77,0.41,,Tau Oph
90905,278.1438,57.0456,4.77,0.61,,d Dra
98761,300.8894,-37.9407,4.77,1.42,,
100044,304.4467,38.0329,4.77,0.38,Revenant of the Swan,P Cyg
100310,305.1659,-12.7591,4.77,-0.05,Alshat,Nu Cap
101027,307.2151,-17.8137,4.77,0.39,,Rho Cap
112519,341.8711,83.1538,4.77,1.26,,
122,0.3988,-77.0657,4.78,1.25,,Theta Oct
4147,13.2521,-1.1443,4.78,1.55,,
9977,32.1219,37.8591,4.78,0.12,,
17587,56.5097,63.345,4.78,0.75,,
21029,67.6401,16.194,4.78,0.17,,
23231,74.9822,-12.5374,4.78,0.27,,
26199,83.7612,-6.002,4.78,-0.25,,
39847,122.1144,51.5067,4.78,0.05,,
40274,123.373,-35.8995,4.78,-0.11,,r Pup
47758,146.0504,-27.7695,4.78,0.52,,Theta Ant
50564,154.934,19.4709,4.78,0.45,,
60351,185.6263,25.8462,4.78,0.52,,
64852,199.4012,5.4699,4.78,1.64,,Sigma Vir
70104,215.1774,-45.1871,4.78,0.31,,
70306,215.7741,-27.754,4.78,1.3,,k Hya
85755,262.854,-23.9626,4.78,0.02,,c Oph
87294,267.5463,-40.0904,4.78,0.26,Vanant,ι2 Sco
92024,281.3621,-64.8713,4.78,0.2,,
110371,335.3306,28.3305,4.78,-0.01,,
110882,336.9647,4.6957,4.78,1.04,,
1168,3.6507,20.2067,4.79,1.57,,Chi Peg
9153,29.4822,23.5961,4.79,0.29,,Lambda Ari
22678,73.1583,36.7032,4.79,1.41,,
41039,125.6321,-48.4904,4.79,-0.15,,B Vel
45856,140.2367,-62.4046,4.79,0.93,,k Car
64661,198.8123,-67.8946,4.79,-0.08,,Eta Mus
77655,237.808,35.6574,4.79,1.0,,Kappa CrB
80815,247.552,-25.1152,4.79,-0.12,,i Sco
87220,267.2937,-31.7032,4.79,-0.03,,
88149,270.0658,4.3686,4.79,-0.1,,
99824,303.8162,25.592,4.79,-0.18,,
109400,332.4518,72.3412,4.79,0.92,,
109908,333.9038,-41.3467,4.79,0.79,,μ1 Gru
3300,10.5162,50.5125,4.8,-0.1,,Xi Cas
4151,13.2675,61.124,4.8,0.54,,
15197,48.9584,-8.8197,4.8,0.23,Zibal,Zeta Eri
20354,65.3882,46.4989,4.8,-0.02,,d Per
20542,66.024,17.4441,4.8,0.15,,
23364,75.3598,-7.174,4.8,-0.16,Kursi al Jauzah,Psi Eri
31832,99.8326,42.4889,4.8,1.24,,ψ2 Aur
45038,137.5981,67.134,4.8,0.49,,σ2 UMa
45493,139.0472,54.0219,4.8,0.2,,e UMa
45811,140.1209,-9.5557,4.8,0.91,,P Hya
52502,161.0288,-63.9611,4.8,-0.13,,
61394,188.7128,22.6293,4.8,0.01,,
64022,196.7947,27.6247,4.8,1.48,,
69112,212.2122,77.5475,4.8,1.37,,
69879,214.4992,35.5095,4.8,1.06,,A Boo
71995,220.8557,26.5279,4.8,1.67,,
73568,225.5271,25.0081,4.8,1.51,,Omega Boo
79881,244.5746,-28.614,4.8,0.01,,d Sco
84573,259.3315,33.1001,4.8,-0.17,,u Her
99639,303.3252,46.8157,4.8,0.1,,
103089,313.3115,44.3873,4.8,-0.13,,
105382,320.1902,-40.8095,4.8,0.03,,θ1 Mic
110672,336.3193,1.3774,4.8,-0.17,Seat,Pi Aqr
112051,340.4392,29.3076,4.8,-0.01,Sadalmatar,Omicron Peg
24010,77.4248,15.5972,4.81,0.31,,
24372,78.4394,-67.1853,4.81,1.27,,Theta Dor
24659,79.3712,-34.8952,4.81,0.99,,Omicron Col
28237,89.4986,25.9539,4.81,-0.09,,
39138,120.0832,-63.5675,4.81,-0.17,,D Car
47029,143.766,39.6215,4.81,0.99,,
55687,171.1525,-10.8593,4.81,1.56,,Epsilon Crt
70755,217.0506,-2.228,4.81,0.69,Elgafar,Phi Vir
90289,276.3377,-20.5417,4.81,1.31,,
101867,309.6306,21.2012,4.81,-0.03,,
102724,312.2345,46.1141,4.81,0.57,,
9095,29.292,-47.3853,4.82,0.86,,
24340,78.3572,38.4845,4.82,0.19,Alhiba,Mu Aur
31827,99.8197,-14.1458,4.82,1.46,,
33092,103.3871,-20.2243,4.82,-0.21,,
36773,113.4498,-14.5239,4.82,1.36,,
50799,155.5816,-41.65,4.82,1.09,,r Vel
51459,157.6566,55.9805,4.82,0.54,,
60710,186.6323,-51.4506,4.82,-0.14,,G Cen
66458,204.3651,36.2949,4.82,0.24,,
69226,212.5997,25.0917,4.82,0.54,,d Boo
78554,240.5737,22.8045,4.82,0.07,,Pi Ser
80179,245.5181,1.029,4.82,0.34,,Sigma Ser
82321,252.3092,45.9833,4.82,0.09,,
83262,255.265,-4.2226,4.82,1.48,,
90344,276.4964,65.5635,4.82,1.18,Fafnir,
92782,283.5994,71.2972,4.82,1.15,Athafi,Upsilon Dra
104019,316.1013,-19.855,4.82,0.17,Arm,Eta Cap
110386,335.3795,12.2052,4.82,-0.13,,
111123,337.6617,-10.678,4.82,-0.05,,Sigma Aqr
115022,349.436,49.0153,4.82,1.67,,
116901,355.4409,-17.8165,4.82,0.82,,A2 Aqr
4292,13.7507,58.9727,4.83,1.22,,υ1 Cas
6813,21.9141,45.4067,4.83,0.42,,Omega And
12390,39.891,-11.8722,4.83,0.45,,Epsilon Cet
12876,41.386,-67.6166,4.83,0.06,,Zeta Hyi
34495,107.2128,-39.6557,4.83,-0.18,,A Pup
35210,109.1535,-23.3156,4.83,1.6,,
40945,125.3459,-33.0544,4.83,1.42,,w Pup
42726,130.6058,-53.114,4.83,-0.17,,
63724,195.8888,-49.5273,4.83,0.03,,ξ1 Cen
73695,225.9471,47.6541,4.83,0.65,,i Boo
74449,228.2066,-44.5004,4.83,-0.18,,e Lup
80704,247.1606,41.8817,4.83,1.29,,g Her
83574,256.2056,-34.1229,4.83,0.26,,k Sco
92088,281.5187,26.6621,4.83,1.2,,
93026,284.2653,-5.8463,4.83,1.06,,Eta Sct
93174,284.6807,-37.1074,4.83,0.4,,Epsilon CrA
7007,22.5463,6.1438,4.84,1.37,,Mu Psc
10340,33.3055,44.2317,4.84,1.48,,b And
10644,34.2635,34.2242,4.84,0.61,,Delta Tri
15457,49.8404,3.3702,4.84,0.68,,Kappa Cet
19740,63.4849,9.2638,4.84,0.8,,
26777,85.3238,16.5341,4.84,-0.12,,
37297,114.8639,-38.308,4.84,-0.19,,d1 Pup
42134,128.8321,-58.0092,4.84,0.98,,e2 Car
53807,165.1402,3.6175,4.84,1.14,,d Leo
57328,176.321,8.2581,4.84,0.17,,Xi Vir
70027,214.9385,16.3069,4.84,1.23,,
81008,248.1512,11.488,4.84,1.5,,h Her
81660,250.2297,64.589,4.84,1.21,,g Dra
82020,251.3242,56.7819,4.84,0.38,,
98353,299.7383,-26.1958,4.84,0.88,Terebellum,A Sgr
112203,340.8749,-41.4143,4.84,1.03,,Rho Gru
112374,341.4078,-53.5001,4.84,1.18,,Eta Gru
114104,346.6534,59.4198,4.84,-0.06,,
14862,47.9845,74.3937,4.85,0.04,,
15416,49.6826,34.2227,4.85,1.49,,
36431,112.4642,-23.0243,4.85,0.24,,
49712,152.2343,-51.8113,4.85,-0.12,,Q Vel
64408,198.0133,-37.803,4.85,0.69,,
74837,229.412,-63.6105,4.85,1.26,,Epsilon Cir
87846,269.1976,-44.3422,4.85,1.18,,
89918,275.2169,3.3772,4.85,0.91,,
93148,284.6157,-52.9386,4.85,-0.05,,Lambda Tel
2210,6.9821,-33.0072,4.86,1.63,,Eta Scl
15382,49.5921,-22.5111,4.86,0.9,,
32438,101.5589,59.4417,4.86,0.08,,
42483,129.927,-29.5611,4.86,0.9,,Zeta Pyx
51808,158.7728,75.7129,4.86,0.96,,
64820,199.3042,-66.7834,4.86,1.48,,
70327,215.8446,8.4466,4.86,0.01,,
71832,220.4115,8.1618,4.86,0.99,,
80181,245.5243,30.892,4.86,0.97,,Xi CrB
81122,248.5209,-44.0453,4.86,0.04,,Mu Nor
81497,249.6869,48.9283,4.86,1.56,,
85829,263.0668,55.173,4.86,0.28,Kuma,ν2 Dra
86736,265.8575,-21.6832,4.86,0.47,,
91918,281.0807,-35.642,4.86,-0.17,,
92761,283.5424,-22.7448,4.86,1.41,Ainalrami,ν1 Sgr
94643,288.8851,-25.2567,4.86,0.57,Al Kiladah,Psi Sgr
101773,309.3971,-61.5299,4.86,0.45,,Rho Pav
109068,331.4198,5.0585,4.86,1.44,Fum al Faras,Nu Peg
6411,20.5851,45.5288,4.87,1.08,Adhil,Xi And
12093,38.9686,5.5932,4.87,0.88,,Nu Cet
15110,48.7254,21.0444,4.87,-0.01,,Zeta Ari
19777,63.5987,-10.2563,4.87,1.16,,A Eri
34899,108.3056,-45.1827,4.87,-0.0,,L1 Pup
42662,130.4306,-15.9434,4.87,1.06,,
43825,133.8815,-27.6819,4.87,0.14,,Delta Pyx
48559,148.5513,-25.9323,4.87,1.2,,
51979,159.3072,-27.4126,4.87,1.63,,
52736,161.7134,-64.3835,4.87,-0.15,,
97290,296.5906,-19.7611,4.87,1.06,,f Sgr
106551,323.694,38.5341,4.87,1.08,,
11345,36.4875,-12.2905,4.88,-0.03,Sadr al Kaitos,Rho Cet
25539,81.9087,21.937,4.88,-0.14,,o Tau
27468,87.254,24.5675,4.88,1.02,,
27810,88.2787,-33.8014,4.88,-0.15,,Lambda Col
35412,109.6682,-24.5587,4.88,-0.16,,
58484,179.9066,-78.2218,4.88,-0.05,,Epsilon Cha
61960,190.4711,10.2356,4.88,0.08,,Rho Vir
63462,195.0686,30.785,4.88,1.17,,
82860,254.007,65.1348,4.88,0.48,,h Dra
87936,269.4492,-41.7163,4.88,1.62,,
91845,280.8802,-8.2752,4.88,1.11,,Epsilon Sct
94820,289.4087,-18.9529,4.88,1.01,,d Sgr
96341,293.8041,-48.0992,4.88,1.1,,Iota Tel
117301,356.7644,58.652,4.88,1.12,,Tau Cas
118209,359.6682,-3.556,4.88,0.93,,
118243,359.7522,55.7549,4.88,-0.07,,Sigma Cas
910,2.8161,-15.468,4.89,0.49,,
22453,72.4777,37.4883,4.89,1.45,,
25302,81.1868,1.8464,4.89,-0.2,,
27511,87.3872,12.6513,4.89,-0.07,,
37265,114.7914,34.5843,4.89,0.41,Jishui,Omicron Gem
37908,116.531,18.51,4.89,1.43,,g Gem
51523,157.8409,-53.7155,4.89,0.5,,
52009,159.3886,-13.3845,4.89,2.8,,
57443,176.6295,-40.5004,4.89,0.66,,
57851,177.9634,-65.2059,4.89,-0.12,,
62886,193.3239,21.2449,4.89,0.9,,
69896,214.5579,-81.0078,4.89,0.24,,Eta Aps
83613,256.3445,12.7408,4.89,0.12,,
85819,263.044,55.1842,4.89,0.25,Kuma,ν1 Dra
97118,296.0692,37.3544,4.89,0.95,,
102831,312.492,-33.7797,4.89,1.0,,Alpha Mic
111841,339.8153,39.0503,4.89,-0.21,,
115990,352.5081,58.5489,4.89,-0.12,,
3801,12.2084,50.9682,4.9,-0.09,,Nu Cas
6670,21.4051,-14.5988,4.9,1.23,,
26885,85.6193,1.4746,4.9,1.14,,b Ori
33485,104.4046,45.0941,4.9,0.03,,
62683,192.6715,-33.9993,4.9,-0.03,,p Cen
64583,198.5631,-59.1032,4.9,0.49,,
78655,240.8508,-38.6025,4.9,-0.15,,
78821,241.3606,-19.8019,4.9,-0.02,,β2 Sco
80686,247.1173,-70.0844,4.9,0.56,,Zeta TrA
97679,297.7671,22.61,4.9,-0.15,,
102790,312.3707,-46.2268,4.9,1.49,,Zeta Ind
12623,40.5621,40.1939,4.91,0.58,,
21139,67.9694,-0.044,4.91,1.32,,
23362,75.3566,-20.0519,4.91,-0.05,,
23835,76.8625,18.6451,4.91,0.66,,m Tau
30093,94.9983,-2.9445,4.91,1.61,,
34622,107.557,-4.2371,4.91,1.02,,
34752,107.9139,39.3205,4.91,1.45,,
52085,159.6456,-16.8766,4.91,0.92,,Phi Hya
61966,190.4857,-59.6858,4.91,-0.04,,
66257,203.6992,37.1824,4.91,0.4,,
73473,225.2431,-8.5189,4.91,0.0,Zuben Elakribi,Delta Lib
74604,228.6555,-31.5191,4.91,0.37,,i Lup
81724,250.3933,-17.7422,4.91,1.09,,
83608,256.3338,54.47,4.91,0.47,Alrakis,Mu Dra
98055,298.9074,52.4389,4.91,0.12,,Psi Cyg
101101,307.4125,-2.8855,4.91,1.16,,
101692,309.1818,-2.55,4.91,1.61,,
111310,338.2503,-61.9821,4.91,1.61,,Nu Tuc
113186,343.807,8.8162,4.91,-0.0,,Rho Peg
9061,29.1675,-22.5268,4.92,1.43,,
28574,90.4601,-10.5979,4.92,-0.13,,
28816,91.2464,-16.4844,4.92,0.2,,
30520,96.2246,49.2879,4.92,1.91,Dolones,ψ1 Aur
34059,105.9734,-49.5839,4.92,0.14,,H Pup
36547,112.7686,82.4115,4.92,1.63,,
45439,138.903,-38.5699,4.92,1.08,,l Vel
54204,166.3329,-27.2936,4.92,0.37,,χ1 Hya
60697,186.6003,27.2682,4.92,0.28,,
66200,203.533,3.659,4.92,0.03,,o Vir
67480,207.4285,21.2641,4.92,1.43,,e Boo
72104,221.2467,-35.1918,4.92,0.01,,c2 Cen
75379,231.0495,-10.3223,4.92,0.45,,Epsilon Lib
88726,271.7079,-43.4252,4.92,0.26,,
89861,275.0746,21.9613,4.92,1.59,,
90830,277.9393,-45.9148,4.92,-0.1,,δ1 Tel
92689,283.3064,50.7082,4.92,0.9,,
102388,311.2188,25.2706,4.92,1.18,,
19515,62.7108,-41.9936,4.93,0.33,,Delta Hor
19990,64.3153,20.5786,4.93,0.26,,Omega Tau
20252,65.1027,34.5667,4.93,0.95,,
23179,74.8142,37.8902,4.93,0.04,,
36942,113.9155,-52.5338,4.93,1.37,,Q Car
37609,115.7517,58.7104,4.93,0.1,,
39079,119.934,-3.6796,4.93,1.21,,
43937,134.2434,-59.2293,4.93,-0.18,,b1 Car
47592,145.5601,-23.9156,4.93,0.53,,
56280,173.0683,-29.261,4.93,0.54,,
56986,175.2235,-62.0901,4.93,1.11,,
59847,184.0856,23.9454,4.93,0.96,,
62763,192.9247,27.5407,4.93,0.68,Polaris Galacticus Borealis,
63503,195.1821,56.3663,4.93,0.37,,
69269,212.7104,-16.302,4.93,1.68,,
72631,222.7545,-2.2992,4.93,0.99,,
73996,226.8253,24.8692,4.93,0.43,,c Boo
79375,243.0,-10.0643,4.93,0.09,,Psi Sco
96483,294.2227,-7.0275,4.93,-0.05,,Kappa Aql
99120,301.8465,-52.8808,4.93,1.59,,Xi Tel
99303,302.3567,36.8396,4.93,-0.14,,b2 Cyg
99770,303.6335,36.8063,4.93,0.15,,b3 Cyg
102571,311.7948,34.3741,4.93,1.29,,
114939,349.2122,-7.7265,4.93,1.61,,Chi Aqr
117073,355.9979,29.3615,4.93,0.94,,
10280,33.0928,30.3031,4.94,0.77,,
13905,44.7653,35.1831,4.94,1.24,,
33357,104.0666,-48.7211,4.94,1.67,,
35727,110.5564,-19.0166,4.94,-0.04,,
39424,120.8795,27.7943,4.94,1.13,,Chi Gem
43347,132.4485,-45.3079,4.94,0.04,,g Vel
48615,148.7175,-19.0094,4.94,1.56,Felis,
50933,156.0327,65.5664,4.94,-0.05,,
51495,157.7586,-73.2215,4.94,1.68,,
64166,197.2636,-23.1181,4.94,1.05,,Psi Hya
64540,198.4289,40.1529,4.94,1.06,,
80650,246.9959,68.7681,4.94,-0.05,,A Dra
93279,285.0034,32.1455,4.94,1.47,,Lambda Lyr
99742,303.5692,15.1976,4.94,0.07,,Rho Aql
101138,307.5148,48.9516,4.94,-0.09,Ruchba,ω1 Cyg
109422,332.5366,-32.5484,4.94,0.49,,Tau PsA
3414,10.867,47.0245,4.95,0.17,,Pi Cas
6242,20.0205,58.2316,4.95,0.68,,Phi Cas
18505,59.356,63.0723,4.95,-0.07,,
26736,85.2113,-1.1288,4.95,-0.2,,
29434,93.0137,16.1304,4.95,-0.15,,f1 Ori
55945,171.9843,2.8563,4.95,1.0,,Tau Leo
61384,188.6834,70.0218,4.95,1.31,,
78207,239.5474,-14.2794,4.95,-0.08,,
79509,243.3697,-54.6305,4.95,1.02,,Kappa Nor
79822,244.3762,75.7553,4.95,0.39,Anwa Farkadain,Eta UMi
98068,298.9657,38.4867,4.95,-0.09,,
98608,300.4364,-59.3759,4.95,1.36,,
112917,343.0085,43.3124,4.95,1.56,,
115738,351.7331,1.2556,4.95,0.04,,Kappa Psc
117245,356.598,3.4868,4.95,2.51,,
7818,25.1451,40.577,4.96,-0.07,,Tau And
7918,25.4464,42.6134,4.96,0.62,,
11918,38.4613,-28.2323,4.96,-0.05,,Omega For
15648,50.3607,43.3297,4.96,0.05,,l Per
20877,67.1099,16.3597,4.96,1.14,,
24822,79.8192,22.0965,4.96,0.94,,n Tau
27949,88.7116,55.7069,4.96,0.05,,Xi Aur
67494,207.4678,-18.1342,4.96,1.06,,
78180,239.4477,54.7498,4.96,0.27,,
78650,240.8359,-25.8652,4.96,1.23,,
88657,271.5079,22.2189,4.96,1.66,,
89153,272.9306,-23.7012,4.96,1.05,,
89172,272.9757,31.4053,4.96,1.64,,A Her
115590,351.2094,62.2828,4.96,1.68,,
5862,18.7963,-45.5317,4.97,0.57,,Nu Phe
9009,29.0001,68.6852,4.97,-0.08,,Omega Cas
17313,55.5944,33.965,4.97,-0.05,,o Per
18772,60.3256,-61.0788,4.97,1.39,,Iota Ret
20250,65.0884,27.3508,4.97,1.15,Alkalbain,Phi Tau
28010,88.8747,-37.1207,4.97,1.1,,Xi Col
38538,118.3742,26.7658,4.97,0.1,,Phi Gem
50847,155.7423,-66.9015,4.97,-0.13,,L Car
60172,185.0874,3.3126,4.97,1.17,,c Vir
65721,202.1075,13.7788,4.97,0.71,,
70753,217.0434,-29.4916,4.97,-0.07,,l Hya
76742,235.0704,-23.8181,4.97,1.3,,
79790,244.2539,-50.0681,4.97,0.79,,γ1 Nor
83430,255.7828,14.0919,4.97,1.6,,
116310,353.4883,31.3253,4.97,1.38,,
116758,354.9461,-14.2222,4.97,0.26,,ω1 Aqr
117221,356.5085,46.4203,4.97,1.09,,Psi And
7999,25.6813,-3.6902,4.98,1.38,,
10053,32.3556,25.9399,4.98,0.34,,
13884,44.6992,-64.0713,4.98,0.13,,Beta Hor
23783,76.6693,51.5977,4.98,0.34,,
26220,83.8159,-5.3873,4.98,0.0,Trapezium,θ1 Ori
26235,83.8454,-5.4161,4.98,-0.1,,θ2 Ori
37379,115.0967,-15.2639,4.98,1.54,,
42509,130.0061,-12.4754,4.98,1.42,,a Hya
53824,165.1867,6.1014,4.98,0.17,,c Leo
57696,177.4859,-70.2258,4.98,1.36,,
60746,186.7471,26.8257,4.98,0.09,,
76041,232.9458,40.8993,4.98,0.09,,ν2 Boo
78493,240.3607,29.8511,4.98,-0.05,,Iota CrB
90156,275.9775,58.8007,4.98,0.08,,b Dra
92951,284.061,4.2021,4.98,0.2,,θ2 Ser
95066,290.1371,-5.4158,4.98,0.94,,f Aql
98073,298.9807,58.846,4.98,1.58,,
355,1.1255,-10.5095,4.99,1.62,,
9505,30.5755,54.4875,4.99,-0.07,,g Per
16147,52.0128,49.0629,4.99,-0.09,,
17304,55.5621,-31.9384,4.99,-0.16,,Delta For
18488,59.2845,61.1089,4.99,1.44,,
21644,69.7231,-12.1231,4.99,0.07,,
25142,80.7083,3.5445,4.99,-0.1,,m Ori
32844,102.6914,41.7812,4.99,1.26,,ψ7 Aur
32855,102.7181,-34.3673,4.99,1.38,,
33971,105.7282,-4.2392,4.99,-0.2,,
36041,111.4121,9.2761,4.99,0.99,,Epsilon CMi
40259,123.3332,-15.7882,4.99,1.07,,
44659,136.4932,5.0923,4.99,1.19,,Omega Hya
45085,137.7683,-44.8679,4.99,0.22,,
46771,142.9864,11.2998,4.99,1.05,,Xi Leo
55560,170.7066,43.4827,4.99,1.0,,
59856,184.1256,33.0615,4.99,1.14,,
66821,205.4365,-54.5594,4.99,-0.06,,Q Cen
69389,213.0659,2.4094,4.99,-0.12,,
75206,230.5345,-47.9278,4.99,0.52,,ν1 Lup
75312,230.8013,30.2878,4.99,0.58,,Eta CrB
78323,239.8761,-41.7444,4.99,0.99,,
89348,273.4743,64.3973,4.99,0.44,,
95372,291.0316,29.6213,4.99,-0.12,,
98842,301.0816,-32.0563,4.99,1.21,,
109289,332.1081,-34.0438,4.99,1.5,,Upsilon PsA
113288,344.1083,49.7335,4.99,1.78,,
115115,349.7403,-9.6107,4.99,-0.02,,ψ3 Aqr
19018,61.1132,59.1555,5.0,0.49,,
25278,81.1061,17.3835,5.0,0.54,,
29034,91.8818,-37.2529,5.0,-0.1,Elkurud,Theta Col
