hip,ra,dec,mag,bv,name,designation
14086,45.4068,-28.0916,5.88,0.79,,Epsilon For
19129,61.5133,68.68,5.88,1.54,,
20020,64.4178,-63.2554,5.88,-0.06,,Theta Ret
21323,68.6583,28.9612,5.88,-0.05,,
24203,77.939,1.037,5.88,0.66,,
26865,85.5582,-22.3737,5.88,0.08,,
28854,91.3626,-10.2426,5.88,0.37,,
29679,93.785,-20.2722,5.88,1.32,,
29852,94.2899,-37.2535,5.88,0.14,,
30545,96.3189,-0.9459,5.88,0.56,,
30972,97.5124,46.6856,5.88,1.45,,
31159,98.08,4.856,5.88,1.0,,
31946,100.1344,71.7488,5.88,1.22,,
32226,100.911,3.9325,5.88,-0.05,,
33415,104.2335,46.7054,5.88,1.09,,
40305,123.4591,56.4522,5.88,1.02,,
41074,125.7081,-26.3482,5.88,0.38,,
41935,128.2291,38.0164,5.88,1.11,,
44024,134.4815,-48.5729,5.88,1.06,,
46620,142.5976,-58.3618,5.88,1.68,,
50685,155.2639,68.7477,5.88,0.24,,
53723,164.8789,-16.3537,5.88,1.6,,
55086,169.1744,49.4763,5.88,1.1,,
61181,188.0416,-73.0011,5.88,1.08,,
61558,189.1973,-5.8319,5.88,0.07,,f Vir
62402,191.829,62.7812,5.88,0.21,,
65323,200.8287,-4.9244,5.88,1.43,,
65550,201.5692,46.0281,5.88,0.98,,
67194,206.5564,41.0887,5.88,0.21,,
71353,218.8812,-41.5174,5.88,-0.09,,
73310,224.7233,-11.144,5.88,1.27,,
73493,225.3046,-38.0584,5.88,1.25,,
74296,227.7867,-84.7878,5.88,-0.03,,Omega Oct
74901,229.6089,-0.4612,5.88,1.51,,
83176,254.9904,-25.0922,5.88,1.61,,
87460,268.0569,-34.7992,5.88,-0.11,,
90915,278.1923,23.6168,5.88,1.49,,
90930,278.2306,-73.9656,5.88,0.99,,
94013,287.1075,52.4257,5.88,1.09,,
94630,288.8536,30.5264,5.88,1.67,,
97783,298.05,-19.045,5.88,0.98,,
98609,300.4363,24.8004,5.88,-0.13,,
104171,316.5971,71.4318,5.88,0.39,,
107232,325.7683,-14.3997,5.88,0.26,,
109972,334.1107,57.2202,5.88,0.95,,
111259,338.1099,39.7797,5.88,0.17,,
111394,338.5121,-1.5743,5.88,0.98,,
111934,340.0929,-30.6589,5.88,1.3,,
114366,347.436,-28.0886,5.88,1.31,,
1630,5.1017,30.9356,5.89,-0.1,,
2903,9.1971,15.2317,5.89,-0.15,,
3170,10.107,-59.4546,5.89,0.56,,
9001,28.977,37.2778,5.89,1.6,,
9307,29.8987,21.0586,5.89,1.03,,
9353,30.0382,3.097,5.89,0.61,,
11033,35.5208,-17.6622,5.89,1.23,,
11381,36.6467,-20.0426,5.89,1.25,,
11548,37.2021,29.9318,5.89,0.59,,
13121,42.1913,25.1881,5.89,-0.03,,
13949,44.9162,41.0329,5.89,1.45,,
14502,46.8292,64.0576,5.89,-0.02,,
18735,60.2032,18.194,5.89,0.32,,
19284,61.9976,17.3399,5.89,1.5,,
24162,77.8299,-2.4908,5.89,0.46,,
28139,89.206,11.5211,5.89,1.11,,
28271,89.6018,1.8371,5.89,0.22,,
37031,114.1446,5.8622,5.89,0.6,,
37752,116.1424,-37.9429,5.89,-0.12,,
38267,117.5993,-50.5095,5.89,1.09,,
40875,125.1086,57.7433,5.89,0.42,,
41081,125.7298,-52.1237,5.89,0.02,,
41676,127.4425,67.2974,5.89,0.97,,
42008,128.4312,4.757,5.89,1.07,,
43121,131.7334,12.11,5.89,0.12,,A2 Cnc
44283,135.2855,-68.6839,5.89,1.63,,
44307,135.3505,32.2523,5.89,0.09,,
50860,155.7764,33.9081,5.89,0.15,,
52043,159.511,-57.2563,5.89,-0.13,,
54537,167.4104,43.2077,5.89,1.56,,
56287,173.0833,-66.9618,5.89,1.14,,
58103,178.75,-63.2792,5.89,0.21,,
58720,180.6571,-69.1923,5.89,-0.08,,
58858,181.0692,21.4592,5.89,0.25,,
62931,193.4538,-60.3762,5.89,0.2,,Kappa Cru
63033,193.7438,-44.152,5.89,0.63,,
65241,200.5404,5.1548,5.89,0.11,,
67605,207.7884,34.6644,5.89,1.64,,
69493,213.42,-0.8455,5.89,0.49,,
72432,222.1585,-36.6347,5.89,1.37,,
75565,231.5613,-68.3092,5.89,1.0,,
77442,237.1434,28.1567,5.89,0.61,Variabilis Coronae,
79357,242.9483,42.3746,5.89,1.46,,
80212,245.6211,-43.9121,5.89,1.12,,
81710,250.3463,-68.2961,5.89,-0.08,,η1 TrA
84500,259.1321,1.2105,5.89,0.02,,
86248,264.3638,-50.0597,5.89,1.11,,
88469,270.9685,-24.3607,5.89,0.03,,
92117,281.6191,-0.9617,5.89,0.13,,
92312,282.2224,19.3287,5.89,0.02,,
93104,284.5079,38.2662,5.89,-0.09,,
93574,285.8735,-68.7555,5.89,0.55,,
96016,292.8401,26.6172,5.89,0.92,,
96234,293.5354,-40.0346,5.89,0.1,,
96620,294.6716,54.9738,5.89,0.48,,
97229,296.4164,7.6132,5.89,0.18,,Upsilon Aql
101084,307.363,56.0682,5.89,-0.05,,
101843,309.5775,-81.2891,5.89,1.69,,
103460,314.4194,-16.0315,5.89,0.18,,
105269,319.8424,38.2375,5.89,0.51,,
112833,342.7626,85.3737,5.89,1.34,,
114745,348.6546,74.2313,5.89,-0.01,,
116853,355.2871,-11.6807,5.89,0.98,,
116918,355.4862,7.2505,5.89,0.1,,
330,1.0569,62.2877,5.9,0.27,,
3193,10.1766,-4.3518,5.9,1.09,,
3456,11.0504,-38.4217,5.9,1.14,,λ2 Scl
3834,12.3081,-24.1367,5.9,0.94,,
7321,23.5692,37.2371,5.9,-0.07,,
7359,23.7044,18.4605,5.9,1.54,,
11102,35.7278,-51.0921,5.9,0.21,,
19076,61.3344,22.0089,5.9,0.62,,A2 Tau
20873,67.0975,14.741,5.9,0.33,,
24294,78.2005,-6.0572,5.9,0.96,,
27973,88.7458,31.7015,5.9,0.14,,
28343,89.8407,49.9245,5.9,1.19,,
28823,91.2641,42.9816,5.9,0.36,,
33372,104.1076,9.9566,5.9,-0.09,,
34982,108.5647,-9.9475,5.9,1.53,,
35476,109.8432,2.7407,5.9,1.07,,
36143,111.6769,-34.1407,5.9,-0.15,,
36640,113.024,-8.8813,5.9,0.54,,
37995,116.8023,-22.5195,5.9,-0.18,,
39251,120.4064,-37.2837,5.9,0.15,,
42614,130.2722,-48.9227,5.9,-0.19,,
43894,134.1271,40.2015,5.9,0.38,,
46460,142.1273,-66.7019,5.9,0.01,,
47544,145.3963,31.2778,5.9,1.58,,
48519,148.4289,5.9586,5.9,1.66,,
51556,157.9641,32.3796,5.9,0.11,,
53530,164.2827,-50.765,5.9,0.17,,
55249,169.729,1.6504,5.9,1.04,,
57606,177.1613,14.2842,5.9,0.3,,
60030,184.668,-0.7872,5.9,0.17,,
64515,198.3473,-50.6998,5.9,-0.01,,
68092,209.1162,1.0506,5.9,0.22,,
71571,219.5583,18.2984,5.9,1.1,,
72296,221.7712,-38.2906,5.9,1.34,,
73087,224.0551,14.4463,5.9,-0.03,,
74386,228.0178,18.976,5.9,1.41,,
75696,231.9643,60.6702,5.9,1.44,,
78877,241.5266,-23.6063,5.9,-0.07,,
85409,261.8019,-50.6304,5.9,0.06,,
90485,276.9562,-29.8169,5.9,0.52,,
97122,296.0767,69.3371,5.9,0.07,,
98526,300.2457,8.5577,5.9,1.53,,
101067,307.335,36.4547,5.9,0.41,,
114407,347.5406,-40.5915,5.9,1.56,,
8404,27.1084,3.6854,5.91,0.97,,
10440,33.6331,-41.1668,5.91,0.96,,
11867,38.2793,-34.65,5.91,1.06,,λ1 For
12181,39.2383,38.7336,5.91,0.5,,
14109,45.4756,26.4624,5.91,0.14,,
15514,49.9825,27.0711,5.91,0.86,,
16518,53.1667,35.4617,5.91,-0.08,,
17595,56.539,6.8035,5.91,0.99,,
17618,56.6143,-29.3382,5.91,0.11,,Sigma For
17805,57.1623,0.2279,5.91,1.22,,
20380,65.4659,56.5063,5.91,0.11,,
20417,65.5947,20.8214,5.91,1.66,,
21452,69.1008,64.2616,5.91,-0.01,,
23408,75.4598,0.7221,5.91,1.27,,
29678,93.7853,13.8511,5.91,-0.23,,
33421,104.2522,33.681,5.91,0.88,,
34798,108.0509,-25.9426,5.91,-0.17,,
35509,109.9485,7.1429,5.91,0.54,,
39995,122.5157,58.2482,5.91,1.36,,
42172,128.9624,6.6202,5.91,0.53,,
42452,129.8234,52.7116,5.91,1.17,,
46482,142.1963,-62.2731,5.91,1.1,,
46734,142.884,-31.8718,5.91,0.26,,ζ2 Ant
49812,152.5314,-8.4082,5.91,0.03,,
50103,153.4413,-40.3461,5.91,1.2,,
51610,158.14,-44.6185,5.91,0.92,,
53257,163.3779,69.8539,5.91,1.01,,
53423,163.9267,0.7369,5.91,0.42,,
53449,164.0061,6.1854,5.91,1.26,,
59517,183.0916,-62.9508,5.91,0.25,,
60308,185.4893,-56.3744,5.91,1.53,,
62103,190.9085,-1.577,5.91,0.85,,
62861,193.2674,-54.9525,5.91,1.31,,
64226,197.4494,16.8486,5.91,1.45,,
64246,197.5134,38.499,5.91,0.29,,
64466,198.2033,-66.2267,5.91,0.05,,
64580,198.5504,-58.6839,5.91,1.08,,
66454,204.3478,-46.4279,5.91,-0.11,,
66903,205.6633,78.0644,5.91,1.0,,
67782,208.2928,28.6481,5.91,0.2,,
71115,218.1356,22.2601,5.91,0.39,,
72438,222.1856,-66.5936,5.91,-0.11,,
72773,223.1469,-63.8098,5.91,0.66,,
73350,224.8463,4.5678,5.91,1.61,,
73507,225.3629,60.2045,5.91,0.11,,
78747,241.1534,-37.863,5.91,0.41,,
79596,243.5932,-33.0111,5.91,1.02,,
82350,252.3944,13.2611,5.91,0.01,,
82672,253.5015,-57.9095,5.91,1.59,,
83478,255.9138,13.6053,5.91,0.01,,
83491,255.9623,-38.1526,5.91,0.41,,
84709,259.7382,-34.9898,5.91,1.08,,
85048,260.7281,-37.2208,5.91,1.07,,
87491,268.1477,1.305,5.91,1.57,,
92133,281.6795,52.988,5.91,-0.1,,
92931,284.0028,-23.1738,5.91,-0.02,,
93179,284.6955,13.9066,5.91,0.25,,
94556,288.6648,-45.1935,5.91,0.9,,
95038,290.0668,57.6451,5.91,1.63,,
95456,291.2668,-29.3094,5.91,1.28,,
97598,297.5586,-47.5574,5.91,1.68,,
97774,298.0299,47.9318,5.91,-0.17,,
99531,303.0029,26.4788,5.91,-0.11,,
100017,304.3805,66.8537,5.91,0.6,,
101870,309.6458,23.6805,5.91,0.95,,
102358,311.0919,56.4884,5.91,1.64,,
102487,311.5416,-21.514,5.91,0.07,,
104105,316.3719,78.1264,5.91,-0.07,,
112778,342.5907,41.9534,5.91,0.06,,
113174,343.761,37.0768,5.91,0.4,,
114430,347.6133,43.5442,5.91,0.45,,
116323,353.5376,-1.2476,5.91,0.3,,
3760,12.0725,7.2999,5.92,1.1,,
4962,15.9042,61.0748,5.92,0.51,,
6564,21.0854,-6.9147,5.92,0.41,,
6631,21.2721,-64.3695,5.92,1.56,,
7016,22.5954,-26.2079,5.92,1.33,,
8588,27.7166,11.0434,5.92,0.3,,
13225,42.5616,-35.8436,5.92,0.9,,η2 For
14844,47.9278,81.4707,5.92,0.15,,
14913,48.1073,-44.4197,5.92,0.44,,
23446,75.595,-31.7713,5.92,1.17,,
25471,81.7033,34.3918,5.92,0.14,,
26108,83.5169,-1.4703,5.92,1.53,,
27965,88.7362,19.7496,5.92,-0.14,,
30986,97.547,-10.0815,5.92,1.37,,
31037,97.6929,-27.7696,5.92,-0.16,,
32366,101.3456,-31.7937,5.92,0.49,,
32463,101.6351,8.5872,5.92,-0.17,,
37364,115.0564,-19.6609,5.92,1.16,,
40881,125.1339,24.0223,5.92,-0.04,Piautos,Lambda Cnc
41080,125.7254,-7.5431,5.92,1.64,,
42001,128.4101,-38.8488,5.92,-0.11,,
42265,129.274,9.6556,5.92,0.08,,c Cnc
43589,133.1609,-48.3591,5.92,-0.15,,
45270,138.3936,-47.3384,5.92,-0.05,,
46897,143.3585,-22.8639,5.92,0.02,,
52863,162.169,-1.9589,5.92,1.61,,
62561,192.2778,83.4178,5.92,0.01,,
64390,197.9643,-69.942,5.92,0.41,,
66247,203.6685,-13.2143,5.92,0.02,,y Vir
66878,205.5962,82.7524,5.92,0.99,,
67210,206.5794,38.5036,5.92,0.95,,
67292,206.8652,-50.2493,5.92,0.28,,
68333,209.8228,-50.3696,5.92,0.96,,
73415,225.0471,-77.1606,5.92,1.05,,
80991,248.107,60.8233,5.92,0.04,,
81729,250.4029,26.9169,5.92,0.4,,
98383,299.8351,45.7725,5.92,0.18,,
103360,314.1079,49.1958,5.92,1.05,,
104968,318.9269,77.0123,5.92,1.53,,
108195,328.7975,-61.8866,5.92,0.39,,
110532,335.884,-7.1944,5.92,1.0,,
112067,340.4894,14.5164,5.92,1.11,,
114921,349.1658,-44.4892,5.92,1.05,,
636,1.9454,-22.5086,5.93,0.14,,
2611,8.2933,54.895,5.93,1.04,,
5594,17.9313,-2.2511,5.93,1.4,,
13473,43.3933,-38.437,5.93,0.44,,Psi For
13479,43.3972,-22.3763,5.93,1.04,,
14036,45.1839,10.8704,5.93,1.59,,
15004,48.3495,48.177,5.93,0.97,,
15357,49.5108,-28.7971,5.93,0.34,,
16029,51.5939,-27.3175,5.93,0.93,,
16358,52.6892,6.1887,5.93,0.95,,
18199,58.3888,-46.8937,5.93,1.22,,
18723,60.1694,-30.4907,5.93,0.04,,
24019,77.4379,28.0305,5.93,0.31,,
25790,82.609,15.3604,5.93,0.1,,
26762,85.2733,0.3378,5.93,0.31,,
27249,86.6266,56.1156,5.93,0.16,,
27737,88.0842,-57.1562,5.93,0.66,,
28790,91.1671,-45.0789,5.93,0.49,,
29196,92.3852,22.1903,5.93,1.63,,
31448,98.8233,9.9883,5.93,1.51,,
34017,105.8769,29.3371,5.93,0.59,,
35304,109.3905,52.1311,5.93,1.26,,
37046,114.196,55.7551,5.93,1.12,,
37140,114.4744,48.7738,5.93,0.22,,
37428,115.2438,23.0185,5.93,1.56,,
37949,116.667,65.4557,5.93,1.18,,
45461,138.9691,72.9463,5.93,0.18,,
49164,150.5004,-60.4209,5.93,0.26,,
50885,155.8603,-4.074,5.93,-0.05,,
50993,156.2476,-58.5763,5.93,0.32,,
53394,163.8218,-60.517,5.93,1.06,,
55874,171.7897,-12.3567,5.93,0.49,,Kappa Crt
58158,178.9172,-28.4771,5.93,1.5,,
63165,194.132,-72.1852,5.93,1.11,,
63688,195.7722,-71.4757,5.93,0.0,,
68670,210.8604,-56.2134,5.93,1.21,,
69995,214.8495,-37.0029,5.93,0.08,,
71759,220.1766,13.5343,5.93,0.24,,
76424,234.1218,16.1191,5.93,0.35,,τ5 Ser
77086,236.0945,-41.8191,5.93,-0.01,,
78542,240.5232,52.9159,5.93,1.5,,
79120,242.2453,3.4545,5.93,1.47,,
79137,242.2967,6.3787,5.93,0.99,,
79953,244.7967,49.0382,5.93,1.37,,
81523,249.7718,-37.2174,5.93,-0.04,,
83896,257.1981,-30.4037,5.93,0.28,,
84731,259.8021,-59.6946,5.93,1.39,,
85520,262.1621,-55.1697,5.93,1.11,,
87074,266.9032,-14.7258,5.93,0.01,,
87813,269.0793,-15.8125,5.93,0.02,,
90844,277.9875,-1.003,5.93,0.17,,
91347,279.4768,-21.3977,5.93,0.19,,
92398,282.4413,32.8128,5.93,-0.15,,ν1 Lyr
93624,285.9898,-51.0186,5.93,1.24,,
93763,286.4216,-15.6604,5.93,-0.01,,
94311,287.9417,31.2835,5.93,-0.06,,
96977,295.6859,32.4267,5.93,0.12,,
103836,315.6132,-38.531,5.93,1.11,,
103956,315.9484,53.2859,5.93,1.0,,
105811,321.4459,36.6674,5.93,0.03,,
109577,332.9639,16.0406,5.93,0.95,,
112041,340.4002,41.5491,5.93,1.0,,
112241,341.0217,39.4653,5.93,1.49,,
117541,357.5614,-9.9741,5.93,1.13,,
117761,358.2315,-3.1555,5.93,1.07,,
1096,3.426,-26.0223,5.94,1.55,,
2377,7.5831,59.9776,5.94,-0.0,,
2787,8.8868,-0.5056,5.94,0.44,,
3521,11.2377,-42.6766,5.94,0.3,,
7643,24.6145,-36.5283,5.94,1.04,,
8423,27.1622,37.9529,5.94,0.97,,
8593,27.7268,-50.2061,5.94,0.15,,
10234,32.8993,-1.8254,5.94,0.97,,
13367,42.9948,68.8885,5.94,0.7,,
15669,50.4689,49.0709,5.94,0.47,,
19376,62.2565,13.3983,5.94,0.05,,
20619,66.2722,-61.2382,5.94,1.53,,
21247,68.3778,72.5286,5.94,0.31,,
25291,81.1605,31.1431,5.94,0.03,,
31676,99.4224,61.4812,5.94,0.9,,
32938,102.9268,-36.2303,5.94,0.18,,
34358,106.8433,34.0093,5.94,1.51,,
34817,108.1076,-36.5444,5.94,-0.14,,
36156,111.7347,20.2576,5.94,0.34,,
38167,117.311,-35.2433,5.94,-0.05,,
41117,125.841,18.3322,5.94,0.17,,d1 Cnc
41578,127.1556,14.2108,5.94,0.2,,
45661,139.608,35.3641,5.94,0.18,,
56148,172.6297,43.1732,5.94,0.52,,
56318,173.1981,-7.8275,5.94,1.38,,
56727,174.4516,-67.6204,5.94,1.01,,
60157,185.0449,-22.1757,5.94,0.82,,
70384,216.0037,8.244,5.94,0.07,,
77272,236.6448,55.4748,5.94,1.4,,
82902,254.1199,-52.2837,5.94,-0.07,,
84105,257.9112,-48.8734,5.94,1.79,,
85382,261.6923,34.6958,5.94,-0.02,,
86266,264.4009,-15.571,5.94,0.36,,
87390,267.8856,-40.7725,5.94,1.57,,
88694,271.5988,-36.0198,5.94,0.61,,
101123,307.4746,-18.5832,5.94,0.06,,Omicron Cap
104101,316.3613,5.9582,5.94,0.54,,
107374,326.222,62.4606,5.94,0.31,,
108849,330.7659,-76.1184,5.94,0.4,,
111925,340.0767,53.8459,5.94,0.95,,
113686,345.3821,-4.7115,5.94,0.99,,
4903,15.7261,41.3452,5.95,0.16,,
5661,18.1893,-37.8565,5.95,0.28,,
7447,23.9782,17.4338,5.95,0.26,,
12821,41.2071,67.8246,5.95,0.14,,
16664,53.6109,24.4644,5.95,0.12,,
17846,57.2838,43.9631,5.95,0.28,,
19996,64.3301,-6.4722,5.95,1.08,,
20241,65.0601,41.8081,5.95,0.96,,
20892,67.1627,-19.4589,5.95,1.22,,
21042,67.668,-35.6535,5.95,1.0,,
23261,75.0764,39.3947,5.95,0.41,,
27253,86.6455,1.1682,5.95,0.77,,
27713,88.0322,-9.0419,5.95,0.1,,
28085,89.0595,-22.84,5.95,1.11,,
31599,99.1942,-13.321,5.95,1.56,,
33729,105.099,-8.4068,5.95,-0.07,,
35054,108.7381,-41.4264,5.95,-0.15,,
35127,108.9302,-10.5836,5.95,1.17,,
36345,112.2131,-31.8484,5.95,-0.16,,
36496,112.6288,-54.3994,5.95,1.58,,
37478,115.3965,3.6248,5.95,-0.03,,
40693,124.5998,-12.6322,5.95,0.75,,
41321,126.465,-64.6006,5.95,0.97,,
42147,128.8696,-26.8435,5.95,0.39,,
43899,134.1422,-16.7087,5.95,1.54,,
44892,137.1972,26.6291,5.95,0.65,,
44897,137.2128,33.8822,5.95,0.58,,
46859,143.2324,-13.5168,5.95,1.5,,
48191,147.367,-37.1868,5.95,1.25,,
48527,148.4587,-51.1467,5.95,-0.15,,
50319,154.1345,23.5031,5.95,0.66,,
52577,161.2668,67.4114,5.95,2.38,,
53035,162.7725,-3.0927,5.95,1.48,,
53334,163.6233,-61.8266,5.95,1.74,,
54049,165.9025,-0.0008,5.95,1.22,,p3 Leo
56473,173.677,16.7969,5.95,-0.16,,
56970,175.177,-53.9686,5.95,1.67,,
58460,179.8231,33.167,5.95,1.15,,
58921,181.2384,-60.9683,5.95,1.69,,
59050,181.5959,-65.7095,5.95,0.61,,
59285,182.4221,1.8979,5.95,1.12,,
60595,186.299,-11.6106,5.95,0.04,,
62207,191.2475,39.2789,5.95,0.56,,
64224,197.4387,-10.3293,5.95,1.49,,
68009,208.912,-82.6662,5.95,1.41,,
76716,234.9856,-59.9083,5.95,0.51,,
76877,235.4778,-76.082,5.95,-0.03,,
77939,238.7515,-19.3829,5.95,-0.01,,
79797,244.2726,-67.9413,5.95,0.16,,
82650,253.4268,-43.051,5.95,1.64,,
83235,255.1541,-35.9341,5.95,1.16,,
84226,258.244,-32.4383,5.95,0.07,,
84425,258.8998,-38.5939,5.95,0.58,,
87875,269.268,0.0667,5.95,0.11,,
90606,277.3331,-80.2327,5.95,1.17,,
93862,286.7317,-48.2991,5.95,-0.02,,
98461,300.0664,-37.7017,5.95,0.99,,
100501,305.6887,41.026,5.95,1.63,,
103545,314.6743,-14.4831,5.95,0.24,,
111045,337.4417,-27.1073,5.95,0.36,,
116368,353.7057,-15.246,5.95,1.35,,
116714,354.7924,75.2929,5.95,0.12,,
117265,356.6531,66.7822,5.95,-0.05,,
117500,357.4141,28.8424,5.95,0.19,,
118092,359.3329,-62.9566,5.95,0.1,,
1706,5.3699,-77.4269,5.96,1.4,,
8598,27.738,51.9334,5.96,0.42,,
9631,30.9507,-0.3403,5.96,0.85,,
10296,33.1564,24.1678,5.96,1.37,,
15968,51.4011,-69.3364,5.96,0.41,,
22361,72.2098,75.9412,5.96,0.28,,
24786,79.7103,-18.1301,5.96,0.57,,
26535,84.6582,-6.574,5.96,-0.22,,
27560,87.5544,4.4234,5.96,1.36,,
27747,88.0975,19.8678,5.96,0.55,,
33603,104.7376,3.6024,5.96,1.06,,
33929,105.6064,17.7555,5.96,1.52,,
34002,105.8246,9.1384,5.96,0.13,,
34349,106.8054,-51.9683,5.96,1.0,,
35084,108.8384,-52.4992,5.96,1.1,,
39527,121.1767,-50.5904,5.96,1.21,,
39659,121.5766,22.6355,5.96,1.65,,
40932,125.3004,-57.9732,5.96,-0.09,,
41328,126.4816,-14.9297,5.96,0.17,,
42365,129.5791,32.802,5.96,1.11,,
43553,133.049,45.3128,5.96,1.23,,
43587,133.1492,28.3308,5.96,0.87,Copernicus,ρ1 Cnc
45590,139.3799,46.8172,5.96,0.06,,
47224,144.3683,-36.096,5.96,1.12,,
47401,144.8661,67.2722,5.96,1.53,,
52127,159.7484,-58.8169,5.96,1.69,,
56452,173.6229,-32.8313,5.96,0.81,,
61158,187.9838,-63.5058,5.96,0.26,,
66427,204.275,-44.1432,5.96,0.94,,
66924,205.7293,-41.401,5.96,1.02,,
66984,205.917,-42.0675,5.96,-0.07,,
68455,210.2185,-66.2689,5.96,0.35,,
69174,212.396,-51.5047,5.96,-0.05,,
70894,217.4605,0.8289,5.96,0.16,,
74696,228.9736,-48.0737,5.96,0.21,,
81966,251.1656,-53.1523,5.96,1.23,,
89440,273.804,-20.388,5.96,-0.02,,
89448,273.8212,68.7558,5.96,1.05,,
93537,285.7659,-19.2457,5.96,1.16,,
100256,305.0008,13.5481,5.96,0.3,,
101082,307.3649,81.0913,5.96,0.94,,
103371,314.1449,44.9247,5.96,0.02,,
106642,324.0104,45.3746,5.96,1.34,,
107302,326.004,-14.7494,5.96,0.22,,
107350,326.1305,14.7719,5.96,0.59,,
108505,329.723,62.698,5.96,1.64,,
110179,334.7531,-13.305,5.96,1.07,,
115144,349.8504,-18.0754,5.96,1.53,,
4572,14.6294,66.3518,5.97,-0.01,,
5510,17.6398,2.4457,5.97,1.49,,
5778,18.5318,16.1335,5.97,-0.08,,
6492,20.854,20.469,5.97,1.68,,
7906,25.4135,30.0471,5.97,1.01,,
9533,30.6462,13.4767,5.97,1.58,,
13679,44.0574,8.3816,5.97,0.48,,
14764,47.6616,11.8726,5.97,-0.06,,
15334,49.4406,39.2834,5.97,0.06,,
17027,54.7547,-5.6262,5.97,0.92,,
18170,58.2919,17.3271,5.97,0.35,,
20614,66.238,19.042,5.97,0.38,,
21847,70.4594,38.2802,5.97,0.59,,
22697,73.1963,27.8975,5.97,0.37,,
23831,76.854,-12.4913,5.97,0.61,,
26386,84.2683,11.035,5.97,1.59,,
26926,85.7246,-6.7962,5.97,0.45,,
27435,87.1456,-4.0946,5.97,0.64,,
27588,87.6251,2.0247,5.97,0.95,,
28110,89.1168,9.5094,5.97,-0.04,,
29771,94.032,-16.618,5.97,-0.17,,
41250,126.2384,-42.7698,5.97,-0.16,,
48802,149.3067,57.4182,5.97,0.9,,
50480,154.6177,-41.6685,5.97,-0.06,,
52340,160.4647,-79.7833,5.97,-0.07,,
63533,195.2901,17.1231,5.97,0.97,,
65545,201.5476,-1.1925,5.97,0.18,,
67239,206.6805,25.7022,5.97,0.52,,
67485,207.4396,61.4893,5.97,0.97,,
73937,226.6383,-30.9185,5.97,-0.08,,
76311,233.8175,53.9221,5.97,1.18,,
79938,244.7518,-14.8728,5.97,1.48,,
84656,259.597,38.8114,5.97,1.01,,
86575,265.3847,6.3132,5.97,1.27,,
86871,266.2328,-57.5455,5.97,0.91,,
89047,272.6318,54.2866,5.97,0.94,,
96760,295.0299,-23.4291,5.97,1.04,,
99171,302.0076,-0.6782,5.97,1.02,,
101986,310.0132,43.4589,5.97,1.19,,
104752,318.329,-36.4235,5.97,0.97,,
105224,319.7168,11.2034,5.97,1.61,,
105727,321.2065,80.5248,5.97,0.95,,
106340,323.0607,-33.9446,5.97,0.05,,
108975,331.1532,-26.8224,5.97,-0.17,,
109602,333.0337,24.9506,5.97,1.5,,
111515,338.9016,-23.9911,5.97,0.98,,
113801,345.6844,-20.8707,5.97,0.95,,
114189,346.8696,21.1343,5.97,0.26,,
518,1.5659,58.4367,5.98,0.69,,
3697,11.8485,6.741,5.98,0.94,,
6711,21.5779,43.4577,5.98,0.52,,
7740,24.9201,16.4059,5.98,1.12,,
12562,40.3922,-14.5493,5.98,0.43,,
15241,49.1466,32.184,5.98,0.99,,
16339,52.654,-47.3751,5.98,0.12,,
16599,53.4127,54.9749,5.98,0.11,,
21986,70.8948,-8.7943,5.98,0.65,,
22840,73.7113,0.4672,5.98,-0.12,,
24831,79.8487,-27.3689,5.98,-0.02,,
26606,84.8263,29.2152,5.98,0.14,,
28562,90.4294,48.9594,5.98,1.44,,
36055,111.4633,-5.775,5.98,0.9,,
36236,111.9289,-22.8592,5.98,-0.09,,
39014,119.7575,-45.2158,5.98,-0.14,,
41674,127.4401,-46.3317,5.98,-0.13,,
43550,133.0418,42.0027,5.98,1.25,,
45412,138.8094,34.6335,5.98,0.84,,
49844,152.6572,-41.7152,5.98,1.24,,
51623,158.1992,-58.6667,5.98,0.29,,
52827,162.0225,-59.9192,5.98,0.27,,
57165,175.8633,-37.1902,5.98,1.45,,
64033,196.8512,-59.8605,5.98,0.43,,
66907,205.681,34.989,5.98,0.86,,
68498,210.3351,8.8949,5.98,0.09,,
74224,227.5305,-38.7925,5.98,0.87,,
74561,228.5252,31.7878,5.98,1.55,,
77412,237.0554,13.7891,5.98,1.27,,
83216,255.1123,-48.6478,5.98,0.88,,
83693,256.5841,-37.2276,5.98,0.08,,
83854,257.0619,-17.6091,5.98,1.01,,
84402,258.8345,-14.5841,5.98,1.1,,
85442,261.9065,-29.7246,5.98,0.01,,
85543,262.2337,-36.7783,5.98,1.11,,
88550,271.2099,-35.9014,5.98,1.16,,
89156,272.938,33.4471,5.98,0.04,,
93287,285.0149,-66.6536,5.98,0.98,,
95999,292.7957,-68.4339,5.98,1.64,,
96481,294.2186,11.2732,5.98,0.88,,
96840,295.273,13.8157,5.98,-0.08,,
103652,315.0166,7.5162,5.98,0.28,,
107129,325.5045,35.5102,5.98,2.5,,
109466,332.6406,-4.2669,5.98,0.98,,
111967,340.2038,-57.4223,5.98,1.45,,
115065,349.5972,41.7737,5.98,0.21,,
116728,354.8381,74.0026,5.98,0.89,,
671,2.0731,-8.8241,5.99,1.03,,
2159,6.8113,-25.5472,5.99,1.02,,
